#          project   SB   GB   MB                    source           rms      beam_maj      beam_min       beam_PA    wavelength        obs_ra       obs_dec        cen_ra       cen_dec    FoV_ra   FoV_dec    NAXIS1    NAXIS2    PIXSC1    PIXSC2     image_file
#                                                                     mJy        arcsec        arcsec        degree            um                                                            arcsec    arcsec                                                       
    2013.1.00034.S    2    3    1         lowz_cell7_288006      0.132321      0.511625      0.336002        -69.42       872.768   150.1163462     2.6253275   150.1163517     2.6253221    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell7_288006_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1         lowz_cell7_333877      0.130585      0.541526      0.346777      -70.4717       872.768   150.1099046     2.7993775   150.1099100     2.7993721    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell7_333877_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    2    3    1         lowz_cell8_306578      0.133703      0.520028      0.335475      -69.1209       872.768   150.2231379     2.6902775   150.2231433     2.6902721    28.041    28.041       720       720   0.03895   0.03895     2013.1.00034.S_SB2_GB3_MB1_lowz_cell8_306578_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1        highz_cell10_46744     0.0766005      0.651983      0.443452      -62.6838       1223.49   149.3370379     1.8050775   149.3370501     1.8050653    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell10_46744_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1        highz_cell11_37045     0.0775152      0.642626      0.445016      -62.4335       1223.49   149.9303546     1.7686969   149.9303668     1.7686847    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell11_37045_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell1_24990     0.0748583      0.633693      0.444265      -63.0626       1223.49   150.0598046     1.7217164   150.0598168     1.7217042    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell1_24990_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1        highz_cell12_87395     0.0758768      0.667604      0.442145      -62.9731       1223.49   149.7924379     1.9529358   149.7924501     1.9529236    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell12_87395_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell1_74060     0.0769041      0.661452      0.443177      -62.8756       1223.49   149.6667962     1.9056275   149.6668085     1.9056153    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell1_74060_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell1_99225     0.0756099      0.667532      0.441707      -62.8572       1223.49   150.3920671     1.9936969   150.3920793     1.9936847    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell1_99225_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell3_31513     0.0744184      0.634975      0.446348      -63.2734       1223.49   150.0692379     1.7476858   150.0692501     1.7476736    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell3_31513_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell3_33403     0.0769601      0.635987      0.446341       -63.271       1223.49   150.1545879     1.7549664   150.1546001     1.7549542    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell3_33403_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell4_66943      0.075786      0.655842       0.44286      -62.6789       1223.49   150.1412879     1.8805164   150.1413001     1.8805042    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell4_66943_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell5_39090     0.0759382       0.64447      0.443825      -62.8585       1223.49   149.4369671     1.7761275   149.4369793     1.7761153    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell5_39090_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell5_39862     0.0743928      0.646971      0.444731      -63.2105       1223.49   149.3536963     1.7789081   149.3537085     1.7788958    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell5_39862_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell7_14468     0.0751172      0.626137       0.44699      -63.6247       1223.49   150.3371046     1.6745775   150.3371168     1.6745653    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell7_14468_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell7_41128     0.0747074      0.649628      0.443267      -62.6559       1223.49   149.3435046     1.7835969   149.3435168     1.7835847    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell7_41128_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell7_58334     0.0744176       0.65287       0.44355      -62.7576       1223.49   149.5905379     1.8501775   149.5905501     1.8501653    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell7_58334_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell8_25999     0.0780441      0.637835      0.445834      -62.9853       1223.49   149.5271671     1.7255581   149.5271793     1.7255458    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell8_25999_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell8_49189     0.0761579      0.654557      0.443333      -62.3677       1223.49   149.3436754     1.8153581   149.3436876     1.8153458    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell8_49189_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell8_61813     0.0768232      0.661238      0.442351      -62.7121       1223.49   149.3281962     1.8625969   149.3282085     1.8625847    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell8_61813_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell8_74278     0.0763494       0.66701      0.441271       -62.614       1223.49   149.3283546     1.9069664   149.3283668     1.9069542    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell8_74278_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell8_87576     0.0792783      0.677493      0.438988      -62.0205       1223.49   149.3425754     1.9542358   149.3425876     1.9542236    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell8_87576_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    1    1         highz_cell9_61357     0.0754476      0.654693      0.443237      -62.8039       1223.49   149.7167046     1.8609275   149.7167168     1.8609153    42.152    42.152       480       480   0.08782   0.08782     2013.1.00034.S_SB3_GB1_MB1_highz_cell9_61357_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1       highz_cell10_149387     0.0809664      0.591889      0.492232       57.2347        1223.5   150.0299462     2.1627358   150.0299615     2.1627206    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell10_149387_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1       highz_cell10_205495     0.0766864      0.586805      0.491056       58.2232        1223.5   150.2773379     2.3435664   150.2773532     2.3435511    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell10_205495_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell1_170147     0.0783229      0.587988      0.491036       57.9154        1223.5   149.6017754     2.2288164   149.6017907     2.2288011    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell1_170147_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell2_108640     0.0811288      0.596771      0.491476        57.129        1223.5   150.3070546     2.0260469   150.3070699     2.0260317    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell2_108640_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell2_157114     0.0761088      0.590124      0.492788       57.8549        1223.5   149.8712171     2.1870775   149.8712324     2.1870622    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell2_157114_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell3_109774     0.0800312      0.592935      0.491896        57.673        1223.5   149.4872171     2.0302581   149.4872324     2.0302428    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell3_109774_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell4_115568     0.0773067      0.593219      0.492104       57.6531        1223.5   149.7325171     2.0491664   149.7325324     2.0491511    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell4_115568_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell4_163460     0.0791982      0.590001      0.492365       57.6455        1223.5   150.1735879     2.2077858   150.1736032     2.2077706    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell4_163460_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell6_104610      0.078151      0.600116      0.491843       56.9922        1223.5   150.5352171     2.0114775   150.5352324     2.0114622    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell6_104610_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell6_135786     0.0775074      0.594926      0.492023       56.9543        1223.5   150.4203879     2.1176581   150.4204032     2.1176428    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell6_135786_sci.spw0_1_2_3.cont.I.image.fits
v   2013.1.00034.S    3    2    1        highz_cell6_148445     0.0778608      0.593497      0.491786       57.0631        1223.5   150.2445463     2.1597358   150.2445615     2.1597206    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell6_148445_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell7_122479     0.0771867      0.593712      0.491254        57.336        1223.5   149.5536671     2.0720581   149.5536824     2.0720428    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell7_122479_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell7_140149     0.0785517      0.593006      0.491234       57.5798        1223.5   150.0762171     2.1322775   150.0762324     2.1322622    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell7_140149_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell7_169006     0.0786799      0.590507      0.492623       57.5434        1223.5   150.5920379     2.2250581   150.5920532     2.2250428    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell7_169006_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell8_161283     0.0803769      0.588253      0.491205       57.4369        1223.5   149.4921379     2.2006275   149.4921532     2.2006122    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell8_161283_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell8_172948     0.0768736      0.586824      0.491338       58.5804        1223.5   149.3281879     2.2385081   149.3282032     2.2384928    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell8_172948_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell8_189852     0.0780588      0.587163      0.491465       58.1666        1223.5   149.3498254     2.2933164   149.3498407     2.2933011    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell8_189852_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell8_190658     0.0748516      0.586984      0.491374       58.0638        1223.5   149.3329671     2.2961164   149.3329824     2.2961011    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell8_190658_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell9_108312       0.07735      0.598331      0.491467       56.9768        1223.5   150.3899046     2.0247164   150.3899199     2.0247011    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell9_108312_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    2    1        highz_cell9_145764     0.0792418      0.592308      0.492243        57.158        1223.5   149.6417254     2.1509469   149.6417407     2.1509317    41.470    41.470       378       378   0.10971   0.10971     2013.1.00034.S_SB3_GB2_MB1_highz_cell9_145764_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1       highz_cell10_221555     0.0687987      0.448568      0.400348      -35.9818       1223.52   150.4752254     2.3961081   150.4752358     2.3960976    40.425    40.425       540       540   0.07486   0.07486     2013.1.00034.S_SB3_GB3_MB1_highz_cell10_221555_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1       highz_cell10_284164     0.0701049      0.451965      0.400295      -34.7397       1223.52   150.5189171     2.6097081   150.5189275     2.6096976    40.425    40.425       540       540   0.07486   0.07486     2013.1.00034.S_SB3_GB3_MB1_highz_cell10_284164_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1       highz_cell10_291012     0.0696489      0.451933      0.399957      -33.4623       1223.52   149.6268462     2.6344858   149.6268567     2.6344754    40.425    40.425       540       540   0.07486   0.07486     2013.1.00034.S_SB3_GB3_MB1_highz_cell10_291012_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1       highz_cell11_263925       0.07024       0.45081      0.400552      -33.8813       1223.52   149.9141212     2.5399081   149.9141317     2.5398976    40.425    40.425       540       540   0.07486   0.07486     2013.1.00034.S_SB3_GB3_MB1_highz_cell11_263925_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell1_249399     0.0681176      0.450662      0.400429       -35.083       1223.52   150.1372962     2.4901969   150.1373067     2.4901865    40.425    40.425       540       540   0.07486   0.07486     2013.1.00034.S_SB3_GB3_MB1_highz_cell1_249399_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00034.S    3    3    1        highz_cell2_246794     0.0699258      0.450333      0.400006      -35.3625       1223.52   149.9129546     2.4806469   149.9129650     2.4806365    40.425    40.425       540       540   0.07486   0.07486     2013.1.00034.S_SB3_GB3_MB1_highz_cell2_246794_sci.spw0_1_2_3.cont.I.image.fits
